beta_neg beta_pos gamma_neg gamma_pos
0.35964043 13.296453 0.00080779987 0.024082944
0.36006518 13.298333 0.00080864521 0.024097237
0.36009537 13.298589 0.00080929777 0.024100173
0.36024639 13.304391 0.00080930318 0.024100849
0.36025039 13.306266 0.00080960714 0.024224824
0.3603648 13.328922 0.00081175637 0.024260247
0.36052302 13.458076 0.00081319766 0.02428376
0.36054251 13.49535 0.00081367924 0.0242895
0.3611209 13.501463 0.00081485866 0.024299726
0.36112823 13.571685 0.00081543995 0.024300398
0.36124165 13.590349 0.00081556456 0.02432619
0.36133031 13.602553 0.00081628383 0.024347139
0.36145965 13.624148 0.00081674004 0.024368312
0.3616473 13.624488 0.00081679844 0.024434446
0.36168243 13.626627 0.00081763492 0.024436022
0.36169886 13.629218 0.00081770236 0.024445666
0.36171806 13.630685 0.00081787857 0.024482572
0.36194633 13.635346 0.00081804993 0.024494681
0.36204313 13.640616 0.00081821788 0.024527409
0.36226841 13.647583 0.00081849569 0.024528403
0.36285153 13.649034 0.00081850995 0.024542883
0.36285508 13.664951 0.00081858646 0.024576367
0.36313825 13.672163 0.00081869769 0.024630199
0.36333333 13.703198 0.00081871425 0.024642465
0.36341813 13.726656 0.00081876306 0.02465044
0.36363823 13.75298 0.00081946955 0.024652517
0.36368471 13.769399 0.00082135503 0.024765388
0.36379425 13.77324 0.00082186629 0.024779852
0.36434154 13.799606 0.00082311336 0.024891236
0.36434955 13.852582 0.00082355669 0.024908316
0.36442235 13.85419 0.00082547711 0.024986078
0.36460196 13.944926 0.00082564678 0.024997894
0.36471329 13.958315 0.00082740196 0.025058294
0.36471476 13.993061 0.00082842637 0.025161845
0.36487878 14.00118 0.00082855141 0.025189415
0.36511431 14.018679 0.00083013438 0.025214305
0.36554049 14.043663 0.0008305396 0.02523381
0.36554543 14.081489 0.00083056836 0.025301657
0.36562846 14.100327 0.00083088935 0.025314724
0.36570772 14.108998 0.00083100724 0.025319129
0.36574372 14.194536 0.00083129442 0.025337353
0.36611186 14.199817 0.00083139346 0.025338263
0.36617108 14.209625 0.00083152088 0.025349526
0.36622768 14.22337 0.00083168066 0.025374741
0.36657262 14.246079 0.00083349871 0.025390932
